,accession,pred_prob,protein,protein_probability,mRNA,y
2506,YIL001W,0.22585974633693695,YIL001W,0.24,0.45,0
2507,YNL062C,0.3420144319534302,YNL062C,0.0,1.68,1
2508,YDL164C,0.5918534994125366,YDL164C,0.24,0.9,1
2509,YCL063W,0.5889554023742676,YCL063W,0.0,0.6,0
2510,YMR312W,0.4261725842952728,YMR312W,0.0,1.52,0
2511,YBR288C,0.4715926945209503,YBR288C,0.0,1.1,1
2512,YMR299C,0.36656004190444946,YMR299C,0.0,1.4,0
2513,YBR103W,0.4567034840583801,YBR103W,0.0,1.05,1
2514,YMR224C,0.3340161144733429,YMR224C,0.0,0.69,0
2515,YOL006C,0.47799840569496155,YOL006C,0.0,1.34,1
2516,YLR044C,0.9446372389793396,YLR044C,1.0,138.72,1
2517,YER003C,0.9394493103027344,YER003C,0.96,1.91,1
2518,YMR052W,0.18789249658584595,YMR052W,0.0,0.82,0
2519,YGR238C,0.2589854598045349,YGR238C,0.0,0.57,0
2520,YHR162W,0.37066885828971863,YHR162W,0.0,9.43,0
2521,YOR184W,0.7122563123703003,YOR184W,0.4,3.44,1
2522,YLR369W,0.6174768209457397,YLR369W,0.0,0.68,1
2523,YLR070C,0.6330477595329285,YLR070C,0.0,0.93,0
2524,YNL231C,0.3873269557952881,YNL231C,0.0,2.47,1
2525,YJR027W,0.21280348300933838,YJR027W,0.0,4.38,1
2526,YOR022C,0.44205978512763977,YOR022C,0.0,0.51,0
2527,YAR053W,0.4606466293334961,YAR053W,0.0,0.45,0
2528,YML003W,0.5610831379890442,YML003W,0.0,1.53,0
2529,YLR123C,0.4430706202983856,YLR123C,0.0,0.5,0
2530,YNL260C,0.1810947060585022,YNL260C,0.0,0.73,0
2531,YER177W,0.26236340403556824,YER177W,0.0,28.3,1
2532,YLR114C,0.23611046373844147,YLR114C,0.0,1.24,1
2533,YCR015C,0.3282329738140106,YCR015C,0.0,0.96,0
2534,YGL141W,0.594750702381134,YGL141W,0.0,1.05,0
2535,YGR286C,0.31829339265823364,YGR286C,0.0,1.23,0
2536,YHR027C,0.8552687764167786,YHR027C,0.76,3.06,1
2537,YKL085W,0.6378540992736816,YKL085W,0.0,7.01,1
2538,YPL063W,0.5551074147224426,YPL063W,0.45,1.42,1
2539,YNL104C,0.6196179986000061,YNL104C,0.0,3.24,1
2540,YML077W,0.22213108837604523,YML077W,0.0,1.51,0
2541,YDL144C,0.8897901773452759,YDL144C,0.92,1.98,0
2542,YKL045W,0.38732585310935974,YKL045W,0.0,0.82,0
2543,YBR153W,0.5142009854316711,YBR153W,0.0,0.91,0
2544,YGL120C,0.5870546102523804,YGL120C,0.0,2.31,1
2545,YJR070C,0.9162533283233643,YJR070C,0.99,4.18,1
2546,YNL177C,0.6378540992736816,YNL177C,0.0,1.95,1
2547,YKL067W,0.5684756636619568,YKL067W,0.35,3.08,1
2548,YDR060W,0.5497816205024719,YDR060W,0.0,1.28,1
2549,YMR167W,0.570796012878418,YMR167W,0.0,0.57,0
2550,YOR073W,0.38940733671188354,YOR073W,0.57,1.03,0
2551,YML023C,0.4773542881011963,YML023C,0.0,1.3,0
2552,YAL039C,0.300855815410614,YAL039C,0.0,1.63,1
2553,YFR014C,0.5455275774002075,YFR014C,0.0,2.07,1
2554,YOL023W,0.4815061688423157,YOL023W,0.0,0.8,0
2555,YPL228W,0.4110128581523895,YPL228W,0.0,0.86,1
2556,YLL033W,0.24844646453857422,YLL033W,0.0,0.5,0
2557,YLR465C,0.17776066064834595,YLR465C,0.0,0.16,0
2558,YGL137W,0.48253992199897766,YGL137W,0.0,2.17,1
2559,YMR041C,0.49112468957901,YMR041C,0.0,0.42,0
2560,YHR033W,0.7180881500244141,YHR033W,0.46,0.57,0
2561,YDL146W,0.28269094228744507,YDL146W,0.0,0.55,0
2562,YOR265W,0.3738873302936554,YOR265W,0.0,2.36,0
2563,YIR037W,0.40045103430747986,YIR037W,0.0,4.17,1
2564,YOR297C,0.30487051606178284,YOR297C,0.0,1.03,0
2565,YDR123C,0.5166724324226379,YDR123C,0.0,0.43,0
2566,YJR009C,0.9447802901268005,YJR009C,1.0,61.55,1
2567,YOL057W,0.5087667107582092,YOL057W,0.0,1.17,1
2568,YBR297W,0.20219142735004425,YBR297W,0.0,0.29,0
2569,YKR054C,0.9448739290237427,YKR054C,1.0,2.03,1
2570,YHR141C,0.5134373307228088,YHR141C,0.0,11.76,1
2571,YOL102C,0.47359296679496765,YOL102C,0.0,1.2,0
2572,YBR228W,0.28692933917045593,YBR228W,0.0,0.9,0
2573,YLR422W,0.7269167304039001,YLR422W,0.91,0.84,0
2574,YIL165C,0.5246877074241638,YIL165C,0.49,0.79,0
2575,YPR050C,0.22517187893390656,YPR050C,0.0,1.02,0
2576,YFL028C,0.5126128196716309,YFL028C,0.0,2.34,1
2577,YLR133W,0.4717840850353241,YLR133W,0.0,1.02,1
2578,YAL031C,0.22781400382518768,YAL031C,0.0,0.97,1
2579,YOR281C,0.6154291033744812,YOR281C,0.0,1.54,1
2580,YDR222W,0.24074681103229523,YDR222W,0.0,0.83,0
2581,YGR061C,0.8654153943061829,YGR061C,1.0,2.85,1
2582,YDR024W,0.17776066064834595,YDR024W,0.0,0.82,0
2583,YDR220C,0.28329554200172424,YDR220C,0.0,0.97,0
2584,YCR036W,0.5952461957931519,YCR036W,0.0,1.4,1
2585,YML061C,0.8701307773590088,YML061C,0.91,1.43,0
2586,YER115C,0.518147349357605,YER115C,0.0,0.97,0
2587,YNL304W,0.5021165609359741,YNL304W,0.0,0.77,0
2588,YCL047C,0.5490074753761292,YCL047C,0.0,0.71,0
2589,YOR001W,0.6957122087478638,YOR001W,0.52,1.51,1
2590,YER116C,0.501297652721405,YER116C,0.0,0.58,0
2591,YHR173C,0.2176617681980133,YHR173C,0.0,0.73,0
2592,YDR143C,0.24933524429798126,YDR143C,0.0,0.86,1
2593,YIL021W,0.6281942129135132,YIL021W,0.0,2.35,1
2594,YGL062W,0.9447832107543945,YGL062W,1.0,0.95,1
2595,YPR033C,0.9372985363006592,YPR033C,0.95,4.94,1
2596,YJR110W,0.23961690068244934,YJR110W,0.0,0.76,0
2597,YGL195W,0.9395412802696228,YGL195W,0.98,2.29,1
2598,YDL092W,0.6021919846534729,YDL092W,0.0,3.89,1
2599,YGL162W,0.5493662357330322,YGL162W,0.0,0.68,0
2600,YFL010C,0.37719613313674927,YFL010C,0.0,2.18,1
2601,YGR196C,0.33258137106895447,YGR196C,0.0,0.58,0
2602,YDR490C,0.49186083674430847,YDR490C,0.64,0.6,1
2603,YKL080W,0.5772755742073059,YKL080W,0.0,5.35,1
2604,YLR278C,0.20615044236183167,YLR278C,0.0,0.7,0
2605,YDL070W,0.22818872332572937,YDL070W,0.0,4.15,0
2606,YLR317W,0.5022796988487244,YLR317W,0.0,0.71,0
2607,YNL163C,0.6378540992736816,YNL163C,0.0,1.0,1
2608,YGL253W,0.9448092579841614,YGL253W,1.0,13.59,1
2609,YEL007W,0.34555742144584656,YEL007W,0.26,2.13,0
2610,YMR218C,0.45167073607444763,YMR218C,0.66,0.88,0
2611,YPR145W,0.9446214437484741,YPR145W,1.0,8.48,1
2612,YDR231C,0.3268847167491913,YDR231C,0.0,1.15,0
2613,YGR205W,0.46784934401512146,YGR205W,0.0,0.46,1
2614,YNL286W,0.3497740924358368,YNL286W,0.0,1.04,0
2615,YKR037C,0.4568914771080017,YKR037C,0.0,0.76,0
2616,YLR010C,0.25032946467399597,YLR010C,0.0,0.64,0
2617,YFL016C,0.44404336810112,YFL016C,0.46,1.71,1
2618,YLR025W,0.5682302117347717,YLR025W,0.0,1.62,1
2619,YDR078C,0.3862704634666443,YDR078C,0.0,0.93,0
2620,YKL010C,0.598800778388977,YKL010C,0.48,1.2,1
2621,YCR059C,0.4663207232952118,YCR059C,0.0,1.36,0
2622,YCR077C,0.6353070139884949,YCR077C,0.0,1.41,1
2623,YPL283C,0.21903079748153687,YPL283C,0.0,3.66,0
2624,YPL190C,0.4631602168083191,YPL190C,0.0,1.1,1
2625,YBR196C,0.9447767734527588,YBR196C,1.0,19.17,1
2626,YPL045W,0.7857262492179871,YPL045W,0.93,0.74,0
2627,YJR041C,0.29544708132743835,YJR041C,0.0,1.26,1
2628,YLR424W,0.5785530209541321,YLR424W,0.0,0.6,0
2629,YDR189W,0.3145352602005005,YDR189W,0.0,1.09,1
2630,YLR392C,0.3634728789329529,YLR392C,0.24,0.62,0
2631,YPL251W,0.17776066064834595,YPL251W,0.0,0.77,0
2632,YDL020C,0.31355130672454834,YDL020C,0.0,1.11,0
2633,YJR002W,0.610863983631134,YJR002W,0.0,1.6,1
2634,YER066W,0.4434201419353485,YER066W,0.0,0.75,0
2635,YOL109W,0.9450039267539978,YOL109W,1.0,26.07,1
2636,YOR260W,0.4629949927330017,YOR260W,0.0,2.72,1
2637,YGL071W,0.23570746183395386,YGL071W,0.0,0.99,0
2638,YAR015W,0.8831350207328796,YAR015W,0.94,4.94,1
2639,YPL135W,0.6221810579299927,YPL135W,0.0,3.61,0
2640,YNL016W,0.33965057134628296,YNL016W,0.0,6.13,1
2641,YKR104W,0.41419166326522827,YKR104W,0.0,0.55,0
2642,YBR273C,0.314908504486084,YBR273C,0.0,1.45,1
2643,YER059W,0.20528797805309296,YER059W,0.0,1.3,0
2644,YLR007W,0.30486077070236206,YLR007W,0.0,1.19,0
2645,YLR156W,0.1856173723936081,YLR156W,0.0,0.26,0
2646,YOR332W,0.6378540992736816,YOR332W,0.0,5.48,1
2647,YCL043C,0.5979206562042236,YCL043C,0.29,10.88,1
2648,YHR105W,0.47503232955932617,YHR105W,0.0,0.31,0
2649,YIR034C,0.9423689246177673,YIR034C,0.98,1.44,1
2650,YFR037C,0.36453959345817566,YFR037C,0.29,2.87,1
2651,YNL057W,0.314455509185791,YNL057W,0.0,0.73,0
2652,YJR103W,0.7139170169830322,YJR103W,0.75,0.6,1
2653,YNL287W,0.8721935153007507,YNL287W,0.85,2.66,1
2654,YKL114C,0.39349907636642456,YKL114C,0.25,2.87,1
2655,YOR063W,0.9435051679611206,YOR063W,1.0,37.51,1
2656,YNL247W,0.6378540992736816,YNL247W,0.0,2.51,1
2657,YDR495C,0.2533777058124542,YDR495C,0.0,0.5,0
2658,YKR009C,0.3802179992198944,YKR009C,0.22,1.21,0
2659,YNL232W,0.4810884892940521,YNL232W,0.0,2.2,1
2660,YCL010C,0.4489191770553589,YCL010C,0.0,0.99,0
2661,YJL054W,0.49430379271507263,YJL054W,0.0,1.66,0
2662,YGR119C,0.36580681800842285,YGR119C,0.0,1.23,1
2663,YKL173W,0.29455167055130005,YKL173W,0.0,0.89,1
2664,YLR259C,0.944840133190155,YLR259C,1.0,10.09,1
2665,YPR168W,0.448103129863739,YPR168W,0.0,1.29,0
2666,YDR214W,0.574658989906311,YDR214W,0.0,2.12,1
2667,YLR248W,0.308256596326828,YLR248W,0.0,2.16,1
2668,YHR062C,0.5816218852996826,YHR062C,0.0,0.94,0
2669,YLR091W,0.27018317580223083,YLR091W,0.0,0.63,0
2670,YOL026C,0.2639414370059967,YOL026C,0.0,1.55,0
2671,YKL052C,0.3691617250442505,YKL052C,0.0,0.69,0
2672,YJL173C,0.570588231086731,YJL173C,0.0,2.82,1
2673,YDR034C,0.41547903418540955,YDR034C,0.0,1.2,0
2674,YNL135C,0.789620041847229,YNL135C,0.76,13.82,1
2675,YLR247C,0.4470723569393158,YLR247C,0.0,0.8,0
2676,YPR082C,0.5342820286750793,YPR082C,0.0,2.16,0
2677,YGL060W,0.2722819447517395,YGL060W,0.0,0.62,0
2678,YKR056W,0.42019617557525635,YKR056W,0.0,1.42,1
2679,YLR328W,0.6378540992736816,YLR328W,0.0,1.0,1
2680,YNR016C,0.944956362247467,YNR016C,1.0,4.87,1
2681,YPL151C,0.6705302000045776,YPL151C,0.99,0.54,0
2682,YJR100C,0.5295730829238892,YJR100C,0.0,1.49,0
2683,YML069W,0.41498804092407227,YML069W,0.2,1.85,1
2684,YLR136C,0.4373076558113098,YLR136C,0.0,0.9,0
2685,YFR038W,0.3526167869567871,YFR038W,0.0,0.68,0
2686,YEL055C,0.49110880494117737,YEL055C,0.0,1.46,1
2687,YPL268W,0.32545509934425354,YPL268W,0.0,0.75,0
2688,YGL178W,0.6091472506523132,YGL178W,0.0,0.95,0
2689,YGL199C,0.2366584837436676,YGL199C,0.32,0.42,0
2690,YOL117W,0.3845202922821045,YOL117W,0.0,0.83,0
2691,YKL149C,0.39560022950172424,YKL149C,0.0,0.82,0
2692,YJR079W,0.4649771451950073,YJR079W,0.0,1.07,0
2693,YLR119W,0.17776066064834595,YLR119W,0.0,0.88,0
2694,YHR165C,0.7611765265464783,YHR165C,0.93,1.47,1
2695,YAL032C,0.17776066064834595,YAL032C,0.0,0.58,0
2696,YPL241C,0.5922811627388,YPL241C,0.0,0.99,0
2697,YCL068C,0.43329572677612305,YCL068C,0.0,0.25,0
2698,YOR095C,0.6286302208900452,YOR095C,0.0,3.04,1
2699,YOL139C,0.6165453791618347,YOL139C,0.0,8.03,1
2700,YLR100W,0.46438902616500854,YLR100W,0.0,4.45,1
2701,YML073C,0.6039374470710754,YML073C,0.0,29.82,1
2702,YJL180C,0.19223782420158386,YJL180C,0.0,0.82,0
2703,YOR279C,0.1908925622701645,YOR279C,0.0,0.65,0
2704,YJR090C,0.34282156825065613,YJR090C,0.0,1.11,0
2705,YBR285W,0.2863897681236267,YBR285W,0.0,0.84,0
2706,YPR006C,0.5059075355529785,YPR006C,0.29,0.78,0
2707,YDR372C,0.532607913017273,YDR372C,0.0,1.38,1
2708,YJL157C,0.31686317920684814,YJL157C,0.0,2.22,0
2709,YCL057W,0.8547104597091675,YCL057W,0.8,1.45,1
2710,YNL292W,0.6049701571464539,YNL292W,0.0,1.03,1
2711,YBL036C,0.2645201086997986,YBL036C,0.0,1.74,1
2712,YIL059C,0.314455509185791,YIL059C,0.0,0.72,0
2713,YFL039C,0.7885813117027283,YFL039C,1.0,39.01,1
2714,YGL201C,0.3605461120605469,YGL201C,0.0,0.79,1
2715,YJL100W,0.5219661593437195,YJL100W,0.0,0.44,0
2716,YKR026C,0.622430682182312,YKR026C,0.0,1.9,1
2717,YCR089W,0.23401452600955963,YCR089W,0.0,0.67,0
2718,YDR388W,0.3001653254032135,YDR388W,0.0,3.23,1
2719,YLR348C,0.5818270444869995,YLR348C,0.3,1.26,0
2720,YDR196C,0.33512842655181885,YDR196C,0.0,1.53,0
2721,YGR234W,0.9448112845420837,YGR234W,1.0,21.66,1
2722,YCR093W,0.5979447960853577,YCR093W,0.0,1.15,1
2723,YLL025W,0.19088757038116455,YLL025W,0.0,1.18,0
2724,YIR032C,0.3611811101436615,YIR032C,0.0,0.46,0
2725,YER128W,0.3301173150539398,YER128W,0.0,0.72,0
2726,YER152C,0.3289494216442108,YER152C,0.0,1.44,0
2727,YOR242C,0.617029070854187,YOR242C,0.0,0.77,0
2728,YEL072W,0.45746174454689026,YEL072W,0.0,0.52,0
2729,YKL162C,0.30075863003730774,YKL162C,0.0,0.44,0
2730,YER089C,0.439590722322464,YER089C,0.0,2.12,1
2731,YMR185W,0.5662379264831543,YMR185W,0.31,0.9,1
2732,YDL153C,0.4259260296821594,YDL153C,0.0,3.84,1
2733,YNL014W,0.4996735155582428,YNL014W,0.0,1.18,1
2734,YDR121W,0.3848264813423157,YDR121W,0.0,1.07,0
2735,YDR249C,0.3033018112182617,YDR249C,0.0,0.59,0
2736,YOL108C,0.39093440771102905,YOL108C,0.0,1.28,0
2737,YHR053C,0.6378540992736816,YHR053C,0.0,24.81,0
2738,YJL029C,0.7922353744506836,YJL029C,0.81,1.12,1
2739,YDR298C,0.3674375116825104,YDR298C,0.0,3.15,1
2740,YBR072W,0.6378540992736816,YBR072W,0.0,0.82,1
2741,YLR015W,0.2712375819683075,YLR015W,0.0,1.22,0
2742,YPL133C,0.40929922461509705,YPL133C,0.0,1.01,0
2743,YMR166C,0.22262448072433472,YMR166C,0.0,0.77,0
2744,YHR035W,0.517821729183197,YHR035W,0.0,0.37,0
2745,YHR001W,0.4369072914123535,YHR001W,0.0,1.01,1
2746,YDR156W,0.4286888837814331,YDR156W,0.0,1.7,1
2747,YKL056C,0.9446962475776672,YKL056C,1.0,29.46,1
2748,YPL145C,0.711469829082489,YPL145C,0.94,3.61,1
2749,YER178W,0.9449619650840759,YER178W,1.0,9.38,1
2750,YIL172C,0.5071348547935486,YIL172C,0.0,0.26,0
2751,YGR170W,0.6099233031272888,YGR170W,0.26,0.73,0
2752,YHR179W,0.9448756575584412,YHR179W,1.0,10.23,1
2753,YMR296C,0.538488507270813,YMR296C,0.0,2.37,1
2754,YHR103W,0.21263128519058228,YHR103W,0.0,1.32,1
2755,YDR339C,0.31585076451301575,YDR339C,0.0,2.25,0
2756,YNL310C,0.6224794387817383,YNL310C,0.0,0.88,0
2757,YOR197W,0.6378540992736816,YOR197W,0.0,1.97,1
2758,YMR212C,0.4809589982032776,YMR212C,0.0,1.02,1
2759,YNL200C,0.26548999547958374,YNL200C,0.0,0.81,1
2760,YPL173W,0.4787636697292328,YPL173W,0.0,1.53,0
2761,YNL047C,0.8185092806816101,YNL047C,0.84,0.77,0
2762,YPR067W,0.23165106773376465,YPR067W,0.0,1.5,0
2763,YDR441C,0.6378540992736816,YDR441C,0.0,1.53,0
2764,YBL083C,0.18012484908103943,YBL083C,0.0,0.94,0
2765,YBR230C,0.22213108837604523,YBR230C,0.0,2.16,1
2766,YGL173C,0.8055378198623657,YGL173C,0.73,3.82,1
2767,YGR150C,0.488467812538147,YGR150C,0.0,0.78,0
2768,YJL171C,0.21576955914497375,YJL171C,0.0,5.77,1
2769,YBL038W,0.6080072522163391,YBL038W,0.0,1.72,0
2770,YJL096W,0.4770503044128418,YJL096W,0.0,1.29,0
2771,YFL036W,0.4628617763519287,YFL036W,0.37,1.98,1
2772,YLR157C,0.6232020854949951,YLR157C,0.0,0.82,0
2773,YNL308C,0.5547472834587097,YNL308C,0.0,2.71,1
2774,YNL045W,0.603314220905304,YNL045W,0.95,2.09,1
2775,YOR250C,0.4147786498069763,YOR250C,0.0,1.04,0
2776,YLR193C,0.2868928015232086,YLR193C,0.0,0.84,0
2777,YGL092W,0.5024570822715759,YGL092W,0.0,1.3,1
2778,YDR412W,0.41340282559394836,YDR412W,0.0,1.72,0
2779,YIL122W,0.267214298248291,YIL122W,0.0,0.72,0
2780,YGL083W,0.49604445695877075,YGL083W,0.0,0.69,0
2781,YBR011C,0.9448073506355286,YBR011C,1.0,9.78,1
2782,YPL039W,0.314455509185791,YPL039W,0.0,1.28,0
2783,YOR120W,0.6192137598991394,YOR120W,0.0,1.15,1
2784,YNL050C,0.2953941822052002,YNL050C,0.0,1.51,0
2785,YJR146W,0.17776066064834595,YJR146W,0.0,0.44,0
2786,YGR288W,0.2825199067592621,YGR288W,0.0,0.48,0
2787,YEL060C,0.43723422288894653,YEL060C,0.0,1.66,1
2788,YDR064W,0.9447301030158997,YDR064W,1.0,27.31,1
2789,YDR224C,0.23254363238811493,YDR224C,0.0,27.53,1
2790,YHR081W,0.4475747048854828,YHR081W,0.47,2.01,0
2791,YPL214C,0.5052448511123657,YPL214C,0.0,0.84,0
2792,YLR412W,0.38390249013900757,YLR412W,0.0,1.64,0
2793,YFL038C,0.5054165124893188,YFL038C,0.0,6.81,1
2794,YLR161W,0.314455509185791,YLR161W,0.0,0.32,0
2795,YHL046C,0.18238119781017303,YHL046C,0.0,0.64,0
2796,YDL154W,0.44187071919441223,YDL154W,0.0,0.59,0
2797,YPR181C,0.45234158635139465,YPR181C,0.0,2.17,1
2798,YOL044W,0.21130876243114471,YOL044W,0.0,0.92,0
2799,YFR021W,0.37655943632125854,YFR021W,0.0,0.37,1
2800,YOR077W,0.5373365879058838,YOR077W,0.0,0.45,0
2801,YKL006W,0.9439272880554199,YKL006W,1.0,27.12,1
2802,YHR174W,0.9448580145835876,YHR174W,1.0,226.55,1
2803,YPL024W,0.3472069799900055,YPL024W,0.0,1.3,0
2804,YAL013W,0.24424110352993011,YAL013W,0.0,0.82,0
2805,YNL007C,0.9228137731552124,YNL007C,0.91,4.33,1
2806,YPL212C,0.5240669846534729,YPL212C,0.0,1.71,1
2807,YOR135C,0.2736937999725342,YOR135C,0.0,1.14,0
2808,YOR043W,0.3373754918575287,YOR043W,0.0,1.16,1
2809,YGL156W,0.607568621635437,YGL156W,0.22,0.57,1
2810,YFR051C,0.48990750312805176,YFR051C,0.0,2.7,1
2811,YBL099W,0.9256031513214111,YBL099W,0.99,4.07,1
2812,YDL044C,0.3153531551361084,YDL044C,0.23,1.1,1
2813,YGL011C,0.9408418536186218,YGL011C,0.97,8.17,1
2814,YOR217W,0.30283093452453613,YOR217W,0.0,0.98,1
2815,YIL105C,0.20629487931728363,YIL105C,0.0,1.64,1
2816,YOL150C,0.17776066064834595,YOL150C,0.0,0.89,0
2817,YOR037W,0.45315951108932495,YOR037W,0.0,0.64,0
2818,YMR181C,0.46857762336730957,YMR181C,0.0,0.86,0
2819,YKL082C,0.23394998908042908,YKL082C,0.0,2.62,0
2820,YHR015W,0.5346727967262268,YHR015W,0.0,0.88,0
2821,YLR304C,0.94370436668396,YLR304C,0.99,5.58,1
2822,YMR112C,0.19542892277240753,YMR112C,0.0,1.25,0
2823,YLR408C,0.5733458995819092,YLR408C,0.0,1.69,0
2824,YER086W,0.6378540992736816,YER086W,0.0,2.08,1
2825,YPL005W,0.26221364736557007,YPL005W,0.0,0.6,0
2826,YJL161W,0.21281744539737701,YJL161W,0.0,2.5,0
2827,YKR045C,0.28840112686157227,YKR045C,0.0,0.64,0
2828,YER138C,0.29132241010665894,YER138C,0.0,4.78,1
2829,YLR060W,0.9447081685066223,YLR060W,1.0,5.55,1
2830,YLL008W,0.6158520579338074,YLL008W,0.23,3.85,1
2831,YDR209C,0.17776066064834595,YDR209C,0.0,1.21,0
2832,YBR031W,0.9448297619819641,YBR031W,1.0,32.25,1
2833,YLR040C,0.17776066064834595,YLR040C,0.0,1.8,0
2834,YKL076C,0.3756183385848999,YKL076C,0.0,1.09,0
2835,YNR076W,0.17776066064834595,YNR076W,0.0,1.01,0
2836,YNL221C,0.45055797696113586,YNL221C,0.28,1.62,0
2837,YHR198C,0.27007201313972473,YHR198C,0.0,1.09,0
2838,YBR091C,0.3582915961742401,YBR091C,0.0,1.37,0
2839,YAR019C,0.7049071192741394,YAR019C,0.59,0.7,0
2840,YGR218W,0.4242508113384247,YGR218W,0.49,1.52,1
2841,YCR060W,0.46238401532173157,YCR060W,0.0,1.17,0
2842,YER146W,0.4390759766101837,YER146W,0.0,2.61,1
2843,YOR382W,0.29747456312179565,YOR382W,0.0,1.76,0
2844,YKL157W,0.603546679019928,YKL157W,0.0,2.6,1
2845,YOR119C,0.8813941478729248,YOR119C,0.78,1.44,1
2846,YOR371C,0.47798407077789307,YOR371C,0.0,0.93,0
2847,YLR149C,0.18012484908103943,YLR149C,0.0,1.06,0
2848,YOR280C,0.3352273106575012,YOR280C,0.26,1.21,1
2849,YDR169C,0.2756582200527191,YDR169C,0.0,0.72,1
2850,YMR020W,0.36415666341781616,YMR020W,0.3,2.49,1
2851,YPL197C,0.17776066064834595,YPL197C,0.0,1.14,0
2852,YOR115C,0.3650628328323364,YOR115C,0.32,1.53,1
2853,YHR108W,0.48209670186042786,YHR108W,0.0,1.7,1
2854,YBL092W,0.9446589350700378,YBL092W,1.0,28.78,1
2855,YNL090W,0.41277921199798584,YNL090W,0.0,1.11,0
2856,YLR033W,0.36016881465911865,YLR033W,0.0,0.7,1
2857,YOR064C,0.28140881657600403,YOR064C,0.0,1.33,0
2858,YPR009W,0.33208659291267395,YPR009W,0.0,1.7,0
2859,YCR006C,0.314455509185791,YCR006C,0.0,0.46,0
2860,YOR069W,0.8992087841033936,YOR069W,0.92,0.92,1
2861,YML022W,0.8490735292434692,YML022W,0.81,4.43,1
2862,YDR538W,0.34118151664733887,YDR538W,0.0,0.83,0
2863,YLR407W,0.18145644664764404,YLR407W,0.0,1.29,0
2864,YGL035C,0.30138587951660156,YGL035C,0.0,1.06,0
2865,YHR047C,0.6378540992736816,YHR047C,0.0,1.25,1
2866,YDR487C,0.8326639533042908,YDR487C,0.98,2.55,1
2867,YDR353W,0.9447996616363525,YDR353W,1.0,9.39,1
2868,YKR062W,0.34364157915115356,YKR062W,0.0,1.27,1
2869,YDR118W,0.4366523027420044,YDR118W,0.0,0.62,0
2870,YBR101C,0.5766116976737976,YBR101C,0.0,1.63,1
2871,YML086C,0.5012103915214539,YML086C,0.34,1.76,1
2872,YJR058C,0.5221753716468811,YJR058C,0.0,1.73,0
2873,YLR261C,0.4095418453216553,YLR261C,0.0,2.01,0
2874,YDR001C,0.5754335522651672,YDR001C,0.37,2.97,1
2875,YOL077C,0.48724818229675293,YOL077C,0.0,4.18,1
2876,YML051W,0.5932537317276001,YML051W,0.0,1.01,0
2877,YNR017W,0.40589988231658936,YNR017W,0.0,2.77,1
2878,YHR091C,0.5393102765083313,YHR091C,0.0,0.67,0
2879,YNL254C,0.351938933134079,YNL254C,0.0,0.58,0
2880,YMR231W,0.23938976228237152,YMR231W,0.0,0.7,0
2881,YDR514C,0.31090012192726135,YDR514C,0.0,0.81,0
2882,YHR059W,0.48555704951286316,YHR059W,0.0,1.03,0
2883,YHR042W,0.6378540992736816,YHR042W,0.0,5.18,1
2884,YJL022W,0.44929417967796326,YJL022W,0.0,1.17,0
2885,YBR170C,0.27002519369125366,YBR170C,0.0,0.84,0
2886,YPL167C,0.7468438744544983,YPL167C,0.8,0.99,0
2887,YMR318C,0.6706752777099609,YMR318C,0.28,7.07,1
2888,YOR047C,0.5075427889823914,YOR047C,0.0,1.59,0
2889,YGL049C,0.4630110263824463,YGL049C,0.0,1.26,1
2890,YIL002C,0.3496960997581482,YIL002C,0.0,0.8,0
2891,YDR088C,0.6307839155197144,YDR088C,0.65,0.78,0
2892,YBR131W,0.5841458439826965,YBR131W,0.43,0.44,0
2893,YGL212W,0.3524913191795349,YGL212W,0.23,0.5,0
2894,YDL051W,0.6115502715110779,YDL051W,0.0,3.83,1
2895,YKL152C,0.9447097778320312,YKL152C,1.0,122.05,1
2896,YLR185W,0.5902338027954102,YLR185W,0.0,24.65,1
2897,YHR021C,0.5312188267707825,YHR021C,0.0,52.46,1
2898,YJR136C,0.42759907245635986,YJR136C,0.0,0.68,0
2899,YBL008W,0.3718074560165405,YBL008W,0.0,0.76,0
2900,YER002W,0.3880175054073334,YER002W,0.0,3.01,1
2901,YKL161C,0.2827168405056,YKL161C,0.0,0.54,0
2902,YPL149W,0.5201095938682556,YPL149W,0.0,1.49,0
2903,YFL002C,0.5575547814369202,YFL002C,0.0,1.54,1
2904,YNL172W,0.44206976890563965,YNL172W,0.3,1.02,0
2905,YLR293C,0.9436244368553162,YLR293C,0.99,10.67,1
2906,YDR185C,0.4662511646747589,YDR185C,0.0,0.53,0
2907,YOR182C,0.4764713644981384,YOR182C,0.0,37.85,1
2908,YLR425W,0.4695908725261688,YLR425W,0.0,1.29,0
2909,YDR300C,0.5889433026313782,YDR300C,0.3,1.62,1
2910,YNL049C,0.6378540992736816,YNL049C,0.0,0.72,1
2911,YGL075C,0.4840095043182373,YGL075C,0.0,0.22,0
2912,YIL071C,0.222028449177742,YIL071C,0.0,0.49,0
2913,YEL077C,0.17776066064834595,YEL077C,0.0,2.28,0
2914,YGL238W,0.5663519501686096,YGL238W,0.0,2.6,1
2915,YOR169C,0.17776066064834595,YOR169C,0.0,2.54,0
2916,YPL261C,0.41511520743370056,YPL261C,0.0,0.8,0
2917,YKL155C,0.21407920122146606,YKL155C,0.0,0.73,0
2918,YER171W,0.4772883355617523,YER171W,0.0,0.83,1
